clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
0,convex,smooth,brown,anise,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,buff,clustered,leaves,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,equal,silky,silky,pink,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,paths,No presenta
0,flat,smooth,brown,almond,attached,close,broad,brown,enlarging,club,smooth,smooth,orange,orange.,brown,one,pendant,brown,clustered,leaves,No presenta
0,bell,smooth,white,anise,free,crowded,broad,gray,enlarging,rooted,silky,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,bell,smooth,green,almond,free,crowded,broad,white,enlarging,equal,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,brown,anise,attached,close,broad,orange,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,yellow,clustered,leaves,No presenta
1,convex,smooth,red,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white.,white,one,evanescent,white,several,paths,No presenta
1,convex,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,wood,No presenta
1,flat,smooth,red,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white.,white,one,evanescent,white,several,leaves,No presenta
1,flat,scaly,red,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink.,white,one,evanescent,white,several,paths,No presenta
1,convex,scaly,red,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,paths,No presenta
0,knobbed,scaly,brown,almond,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown.,white,two,pendant,white,solitary,wood,No presenta
1,flat,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
1,flat,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,wood,No presenta
0,knobbed,fibrous,green,anise,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,bell,fibrous,white,almond,free,crowded,broad,pink,enlarging,equal,silky,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,equal,silky,silky,pink,white.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,smooth,brown,almond,attached,close,broad,yellow,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,yellow,clustered,leaves,No presenta
0,convex,fibrous,white,almond,free,crowded,broad,gray,enlarging,club,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,red,spicy,free,close,narrow,buff,tapering,equal,silky,smooth,white,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,green,almond,free,crowded,broad,white,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,flat,smooth,brown,anise,attached,close,broad,yellow,enlarging,club,smooth,smooth,orange,orange.,orange,one,pendant,yellow,several,leaves,No presenta
0,knobbed,smooth,green,almond,free,crowded,broad,gray,enlarging,bulbous,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,flat,smooth,brown,anise,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,yellow,several,leaves,No presenta
0,knobbed,smooth,white,anise,free,crowded,broad,white,enlarging,equal,silky,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,flat,scaly,red,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
0,bell,smooth,green,almond,free,crowded,broad,gray,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,bell,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,buff,clustered,leaves,No presenta
0,knobbed,smooth,brown,almond,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,yellow,clustered,leaves,No presenta
0,bell,smooth,green,anise,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,equal,silky,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,club,smooth,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,brown,almond,attached,close,broad,yellow,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,yellow,several,leaves,No presenta
0,knobbed,fibrous,green,anise,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,bell,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,orange,clustered,leaves,No presenta
0,flat,smooth,brown,anise,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,brown,clustered,leaves,No presenta
0,convex,smooth,brown,anise,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,orange,several,leaves,No presenta
1,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,equal,silky,silky,white,pink.,white,one,evanescent,white,several,wood,No presenta
0,knobbed,smooth,white,anise,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white.,white,one,evanescent,white,several,wood,No presenta
0,knobbed,fibrous,green,anise,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,convex,smooth,green,anise,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,bell,fibrous,green,anise,free,crowded,broad,white,enlarging,club,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,fibrous,white,almond,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,knobbed,smooth,green,almond,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,knobbed,smooth,white,almond,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,bell,smooth,white,anise,free,crowded,broad,white,enlarging,bulbous,silky,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,convex,smooth,white,anise,free,crowded,broad,white,enlarging,club,smooth,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,bell,smooth,brown,anise,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,brown,several,leaves,No presenta
1,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,equal,smooth,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,convex,fibrous,white,anise,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,knobbed,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,buff,clustered,leaves,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,smooth,green,almond,free,crowded,broad,white,enlarging,club,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,flat,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,brown,clustered,leaves,No presenta
0,convex,smooth,green,anise,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,solitary,paths,Presenta
0,knobbed,smooth,green,anise,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white.,white,one,evanescent,white,several,paths,No presenta
0,bell,fibrous,white,almond,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,flat,smooth,brown,anise,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,orange,clustered,leaves,No presenta
1,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,convex,smooth,green,anise,free,crowded,broad,pink,enlarging,club,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,convex,smooth,white,anise,free,crowded,broad,gray,enlarging,equal,smooth,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,fibrous,white,almond,free,crowded,broad,pink,enlarging,equal,silky,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,equal,smooth,smooth,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,convex,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,flat,smooth,brown,anise,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,yellow,clustered,leaves,No presenta
1,convex,scaly,red,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,wood,No presenta
0,flat,smooth,brown,almond,attached,close,broad,yellow,enlarging,equal,smooth,smooth,orange,orange.,brown,one,pendant,yellow,several,leaves,No presenta
0,bell,smooth,white,almond,free,crowded,broad,gray,enlarging,equal,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,bell,smooth,green,almond,free,crowded,broad,pink,enlarging,club,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
1,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,scaly,cinnamon,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
0,knobbed,smooth,white,anise,free,crowded,broad,gray,enlarging,equal,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,flat,scaly,brown,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,fibrous,green,anise,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,convex,smooth,green,almond,free,crowded,broad,pink,enlarging,equal,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,smooth,brown,anise,attached,close,broad,brown,enlarging,club,smooth,smooth,orange,orange.,brown,one,pendant,yellow,clustered,leaves,No presenta
0,bell,smooth,white,almond,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,flat,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,cinnamon,anise,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,solitary,paths,Presenta
0,knobbed,fibrous,green,almond,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,convex,scaly,red,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink.,white,one,evanescent,white,several,paths,No presenta
0,knobbed,smooth,brown,almond,attached,close,broad,orange,enlarging,club,smooth,smooth,orange,orange.,orange,one,pendant,orange,clustered,leaves,No presenta
1,convex,scaly,cinnamon,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
1,convex,smooth,brown,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
0,knobbed,smooth,green,almond,free,crowded,broad,gray,enlarging,equal,smooth,silky,white,white.,white,two,pendant,white,numerous,grasses,No presenta
0,bell,smooth,green,almond,free,crowded,broad,pink,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,brown,almond,attached,close,broad,orange,enlarging,equal,smooth,smooth,orange,orange.,brown,one,pendant,buff,several,leaves,No presenta
0,knobbed,smooth,green,anise,free,crowded,broad,gray,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,flat,smooth,brown,fishy,free,close,narrow,buff,tapering,equal,silky,smooth,pink,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,equal,smooth,smooth,white,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,brown,musty,free,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
0,knobbed,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,yellow,several,leaves,No presenta
0,convex,smooth,green,anise,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,bell,fibrous,white,anise,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,convex,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,brown,almond,attached,close,broad,orange,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,brown,clustered,leaves,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,green,almond,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,bell,smooth,brown,anise,attached,close,broad,yellow,enlarging,equal,smooth,smooth,orange,orange.,brown,one,pendant,brown,several,leaves,No presenta
1,convex,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,fibrous,green,anise,free,crowded,broad,pink,enlarging,equal,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,equal,silky,smooth,white,pink.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink.,white,one,evanescent,white,several,wood,No presenta
0,flat,smooth,pink,anise,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,solitary,paths,Presenta
1,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,flat,smooth,brown,almond,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,buff,clustered,leaves,No presenta
1,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,club,silky,silky,pink,white.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,red,foul,free,close,narrow,buff,tapering,equal,silky,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,brown,almond,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,orange,clustered,leaves,No presenta
1,knobbed,smooth,red,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,smooth,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,convex,fibrous,green,almond,free,crowded,broad,pink,enlarging,equal,smooth,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,knobbed,smooth,brown,anise,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,orange,several,leaves,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white.,white,one,evanescent,white,several,wood,No presenta
0,flat,scaly,brown,anise,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,solitary,paths,Presenta
0,knobbed,smooth,white,anise,free,crowded,broad,white,enlarging,equal,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white.,white,one,evanescent,white,several,leaves,No presenta
0,knobbed,scaly,brown,anise,free,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown.,white,two,pendant,white,solitary,paths,No presenta
0,convex,fibrous,green,almond,free,crowded,broad,pink,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,scaly,red,foul,free,close,narrow,buff,tapering,club,smooth,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
1,flat,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,flat,smooth,brown,almond,attached,close,broad,yellow,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,buff,several,leaves,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
0,bell,smooth,brown,anise,attached,close,broad,brown,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,yellow,clustered,leaves,No presenta
0,convex,fibrous,green,anise,free,crowded,broad,gray,enlarging,club,silky,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,green,anise,free,crowded,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,brown,almond,attached,close,broad,orange,enlarging,club,smooth,smooth,orange,orange.,brown,one,pendant,orange,clustered,leaves,No presenta
0,bell,smooth,green,anise,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,convex,scaly,red,musty,attached,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon.,white,one,pendant,white,clustered,wood,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,pink.,white,one,evanescent,white,several,paths,No presenta
1,convex,smooth,red,fishy,free,close,narrow,buff,tapering,bulbous,silky,smooth,pink,white.,white,one,evanescent,white,several,paths,No presenta
0,bell,fibrous,green,almond,free,crowded,broad,white,enlarging,club,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,flat,smooth,brown,almond,free,close,broad,white,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,several,paths,Presenta
1,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,equal,silky,silky,pink,pink.,white,one,evanescent,white,several,paths,No presenta
1,flat,scaly,yellow,foul,free,crowded,narrow,yellow,enlarging,club,scaly,scaly,yellow,yellow.,yellow,one,evanescent,white,clustered,leaves,No presenta
1,knobbed,scaly,brown,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,pink,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,smooth,white,pink.,white,one,evanescent,white,several,leaves,No presenta
0,flat,smooth,brown,anise,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,orange,one,pendant,yellow,clustered,leaves,No presenta
1,flat,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,paths,No presenta
0,convex,smooth,white,almond,free,crowded,broad,pink,enlarging,bulbous,silky,smooth,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,convex,smooth,green,almond,free,crowded,broad,gray,enlarging,bulbous,smooth,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
0,convex,fibrous,white,anise,free,crowded,broad,white,enlarging,bulbous,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
1,knobbed,smooth,brown,spicy,free,close,narrow,buff,tapering,equal,silky,smooth,pink,white.,white,one,evanescent,white,several,wood,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,club,smooth,silky,pink,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,scaly,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,red,fishy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,white.,white,one,evanescent,white,several,paths,No presenta
1,knobbed,smooth,brown,fishy,free,close,narrow,buff,tapering,bulbous,smooth,silky,white,white.,white,one,evanescent,white,several,wood,No presenta
0,convex,fibrous,white,almond,free,crowded,broad,pink,enlarging,bulbous,smooth,smooth,white,white.,white,two,pendant,white,numerous,grasses,No presenta
1,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,white,pink.,white,one,evanescent,white,several,wood,No presenta
0,convex,smooth,brown,almond,attached,close,broad,brown,enlarging,bulbous,smooth,smooth,orange,orange.,brown,one,pendant,orange,clustered,leaves,No presenta
1,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,bulbous,silky,silky,white,pink.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,scaly,brown,spicy,free,close,narrow,buff,tapering,bulbous,smooth,smooth,pink,white.,white,one,evanescent,white,several,leaves,No presenta
1,knobbed,smooth,brown,foul,free,close,narrow,buff,tapering,bulbous,silky,silky,pink,pink.,white,one,evanescent,white,several,leaves,No presenta
0,bell,smooth,brown,anise,attached,close,broad,yellow,enlarging,rooted,smooth,smooth,orange,orange.,brown,one,pendant,buff,clustered,leaves,No presenta
0,flat,smooth,brown,almond,attached,close,broad,orange,enlarging,equal,smooth,smooth,orange,orange.,orange,one,pendant,brown,clustered,leaves,No presenta
0,bell,smooth,white,anise,free,crowded,broad,gray,enlarging,equal,silky,silky,white,white.,white,two,pendant,white,scattered,grasses,No presenta
